eim_slug,PolID,NGA,year,Pop,Terr,Hier,Gov,Infra,Info,Money,log_Pop,log_Terr,z_log_Pop,z_log_Terr,z_Hier,z_Gov,z_Infra,z_Info,z_Money,E,I,E_prev,I_prev,dE,dI,eta_E,eta_I,eta_ratio,collapse_year,formation_year,years_to_collapse,collapse_next_100y,collapse_next_50y,collapse_next_150y
jin,CnJinSA,Middle Yellow River Valley,-600,6.128744,5.20412,4.333333,0.84,0.8333333,0.7923077,0.5,1.9641350618259743,1.8252135874869992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-349.0,-1033.0,251.0,0,0,0
jin,CnJinSA,Middle Yellow River Valley,-500,6.128744,5.20412,4.333333,0.84,0.8333333,0.7923077,0.5,1.9641350618259743,1.8252135874869992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-349.0,-1033.0,151.0,0,0,0
kingdom_of_israel,IlYisrl,Galilee,-1000,4.653212514,4.06069784,7.0,0.7,0.644444444,0.446153846,0.5,1.7322239701229372,1.6215043868337229,-1.3421211797522283,0.0,0.0,1.0,0.0,0.0,0.0,-0.6710605898761142,0.2,,,,,,,,-722.0,-930.0,278.0,0,0,0
kingdom_of_israel,IlYisrl,Galilee,-900,5.243038049,4.06069784,7.0,0.7,0.644444444,0.446153846,0.5,1.8314669307270608,1.6215043868337229,0.2850125952622918,0.0,0.0,1.0,0.0,0.0,0.0,0.1425062976311459,0.2,-0.6710605898761142,0.2,0.8135668875072601,0.0,-1.2123598074168749,0.0,-0.0,-722.0,-930.0,178.0,0,0,0
kingdom_of_israel,IlYisrl,Galilee,-800,5.544068044,4.06069784,7.0,0.7,0.644444444,0.446153846,0.5,1.8785589971681484,1.6215043868337229,1.0571085844899475,0.0,0.0,1.0,0.0,0.0,0.0,0.5285542922449737,0.2,0.1425062976311459,0.2,0.3860479946138278,0.0,2.7089890133350423,0.0,0.0,-722.0,-930.0,78.0,1,0,1
kingdom_of_judah,IlYisrl,Galilee,-1000,4.653212514,4.06069784,7.0,0.7,0.644444444,0.446153846,0.5,1.7322239701229372,1.6215043868337229,-1.3421211797522283,0.0,0.0,1.0,0.0,0.0,0.0,-0.6710605898761142,0.2,,,,,,,,-586.0,-930.0,414.0,0,0,0
kingdom_of_judah,IlYisrl,Galilee,-900,5.243038049,4.06069784,7.0,0.7,0.644444444,0.446153846,0.5,1.8314669307270608,1.6215043868337229,0.2850125952622918,0.0,0.0,1.0,0.0,0.0,0.0,0.1425062976311459,0.2,-0.6710605898761142,0.2,0.8135668875072601,0.0,-1.2123598074168749,0.0,-0.0,-586.0,-930.0,314.0,0,0,0
kingdom_of_judah,IlYisrl,Galilee,-800,5.544068044,4.06069784,7.0,0.7,0.644444444,0.446153846,0.5,1.8785589971681484,1.6215043868337229,1.0571085844899475,0.0,0.0,1.0,0.0,0.0,0.0,0.5285542922449737,0.2,0.1425062976311459,0.2,0.3860479946138278,0.0,2.7089890133350423,0.0,0.0,-586.0,-930.0,214.0,0,0,0
late_shang_dynasty,CnShang,Middle Yellow River Valley,-1200,6.69897,6.0,4.0,0.5444444,0.8285714,0.3615385,0.45,2.041086553678372,1.9459101490553128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,-1046.0,-1250.0,154.0,0,0,0
late_shang_dynasty,CnShang,Middle Yellow River Valley,-1100,6.69897,6.0,4.0,0.5444444,0.8285714,0.3615385,0.45,2.041086553678372,1.9459101490553128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1046.0,-1250.0,54.0,1,0,1
